"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",14.4800189265079,0.0798320001316664,181.381136669833,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000153317297422278
"2","bids$Engr.Est",0.000000009317686701215,0.00000000129702136296294,7.18391151239751,0.00000000000889695003542289
"3","bids$quantile_5",2.26804640549481,0.147415583314075,15.3853911133848,0.000000000000000000000000000000000000202999958504613
"4","bids$Format2Public",0.340551976290249,0.0985970132368542,3.45397862582469,0.000655137879718054
