"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",590525.871153128,558576.817887002,1.05719724170972,0.2915025319501
"2","bids$Engr.Est",0.870823466781251,0.0133516614770678,65.2221049999609,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000583545392207539
"3","bids$quantile_5",2968567.72003904,1517427.01158426,1.95631664480504,0.0516074211575888
