"","Engr.Est","Loc","LD","Typeology","Consumer.price.index","Employment.in.communications","Employment.in.construction","Employment.in.education.and.health","Employment.in.financial.and.business.services","Employment.in.financial.services","Employment.in.government","Employment.in.other.services","Employment.in.production.industries","Employment.in.professional.services","Employment.in.real.estate","Employment.in.retail","Employment.in.transport.services","Employment.in.wholesale","Output.in.communications","Output.in.construction","Output.in.financial.services","Output.in.retail","Output.in.education.and.health","Output.in.financial.and.business.services","Output.in.other.services","Output.in.production.industries","Output.in.professional.services","Output.in.real.estate","Output.in.transport.services","Output.in.wholesale","Personal.disposable.income..nominal","Personal.disposable.income..real","Personal.income..nominal","Retail.sales..nominal","Retail.sales..real","Total.employment","Total.office.based.employment","Total.output","Total.population","permits_1","cci","Format2","quantile_1","quantile_2","quantile_3","quantile_4","quantile_5"
"204",13910000,"NJ","Ports","Infra",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Other",0,0,0,1,0
"205",1130000,"NJ","TB&T","Infra",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Other",0,1,0,0,0
"206",684000,"NY","Avi","Infra",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Other",1,0,0,0,0
"207",1790000,"Both","TB&T","Paving",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Other",0,1,0,0,0
"208",1880000,"Both","TB&T","Paving",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Other",0,0,1,0,0
"209",4450000,"NJ","Ports","Infra",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Public",0,0,0,1,0
"210",42125550,"NY","Avi","Paving",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Public",0,0,0,0,1
"211",2460000,"NY","Avi","Infra",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Other",0,0,1,0,0
"212",2390000,"NY","Avi","Building",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Public",0,0,1,0,0
"213",1151000,"NJ","TB&T","Building",275.841,281.2659,385.4746,1901.442,2305.952,561.9617,1212.891,1297.42,335.3185,1538.028,205.962,869.6318,367.6337,391.9929,42907.62,9980.863,55148.99,18178.72,33802.28,178254.1,21350.07,16456.83,60050.47,63054.66,14430.38,22906.32,304413.9,278904.5,360158.4,83726.27,88354.95,9349.021,2305.952,386470.9,18405.14,30542,11213,"Other",0,1,0,0,0
