"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual"
"1",0.722363183607128,0.718818883823389,0.749604496742578,203.809843321189,0.000000000000000000000000000000000000000000000000000000000000000042412178432724,4,-268.227301656806,546.454603313613,563.83692107327,132.048121861123,235
