"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",244499.375408112,673039.452659541,0.363276438612868,0.716723574025046
"2","bids$Engr.Est",0.885270416437566,0.0110734394195587,79.9453885008786,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000644160237053862
"3","bids$Format2Other",1711217.97111776,1017025.8257831,1.68257081357806,0.093780711007863
