"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual"
"1",0.965153616625007,0.964252417054964,7718823.3792209,1070.96546504016,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000499796479972259,7,-4125.91625800395,8267.8325160079,8295.64422442335,13822614371428868,232
